age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income category
25,3,504.908902674532,1,7,2,13,0,4,1,0.0,0.0,40,38,0
45,3,248.49748489672888,11,9,2,7,5,4,0,0.0,0.0,35,38,0
22,3,371.3165765219754,15,10,4,10,1,4,1,0.0,0.0,20,38,0
73,3,579.6611078897738,9,13,2,9,0,4,1,0.0,13.095937205231667,40,38,1
26,3,471.7403947087847,15,10,2,2,0,4,1,0.0,0.0,40,38,1
24,3,483.5866003106372,11,9,4,6,2,2,1,0.0,0.0,45,38,0
18,3,445.6635502259524,2,8,4,2,3,4,1,8.40611799196616,0.0,20,38,0
35,3,449.4741371870021,9,13,2,5,0,4,1,19.397002406443235,0.0,35,38,1
22,3,450.7571408197545,15,10,5,11,4,4,0,0.0,0.0,43,38,0
28,3,470.4434078611369,15,10,2,5,0,4,1,0.0,0.0,40,25,0
38,3,432.35864742132776,15,10,2,2,0,4,1,0.0,0.0,45,38,0
68,3,592.7917003467576,10,16,2,9,0,4,1,0.0,0.0,70,38,0
40,1,423.76880489247907,11,9,2,0,5,4,0,0.0,0.0,40,38,0
32,3,163.716217889371,15,10,2,6,0,4,1,0.0,0.0,84,38,1
42,3,587.0468465122694,11,9,2,13,0,4,1,0.0,12.389967605074764,50,38,1
31,6,244.88568761771276,11,9,2,0,2,4,0,0.0,0.0,35,38,0
33,3,403.64588440859893,9,13,2,9,0,4,1,0.0,0.0,50,21,0
54,5,438.9236835715293,9,13,0,13,1,4,1,0.0,0.0,65,38,0
63,3,343.0466440587927,11,9,0,4,1,4,1,0.0,0.0,25,38,0
67,5,423.4205946809862,9,13,2,11,0,4,1,0.0,0.0,30,38,0
47,3,466.00536477598627,11,9,0,7,1,2,0,0.0,0.0,14,38,0
67,4,341.34586565534966,9,13,6,7,4,4,0,0.0,0.0,35,38,0
33,3,412.71782127744376,11,9,2,0,5,3,0,0.0,0.0,19,38,0
33,1,506.4869198705925,11,9,5,7,3,4,0,0.0,0.0,80,38,0
25,1,477.3740671632677,9,13,2,0,0,4,1,0.0,0.0,40,38,0
25,3,376.43857400643736,15,10,4,0,1,4,0,0.0,0.0,40,38,0
35,3,601.5712759100122,15,10,0,6,4,4,1,0.0,0.0,40,38,0
54,3,430.5891313073287,11,9,2,2,0,4,1,19.736544806437948,0.0,40,38,1
35,5,419.64389665524743,11,9,2,4,0,4,1,0.0,0.0,80,38,1
18,3,465.5426940679018,1,7,4,7,3,4,1,0.0,0.0,12,38,0
54,3,394.65807986154294,11,9,0,9,1,4,0,16.40626371880939,0.0,25,38,0
30,3,780.8898769993116,1,7,2,4,0,4,1,0.0,0.0,60,25,0
29,3,368.80482643262684,0,6,4,2,1,4,1,0.0,0.0,48,38,0
41,3,242.65201420964962,9,13,2,9,5,4,0,19.736544806437948,0.0,10,38,1
40,3,534.5904974838218,7,12,2,12,0,4,1,0.0,0.0,40,38,1
46,3,416.2246989307578,15,10,2,12,0,4,1,17.300315184652735,0.0,40,38,1
39,3,401.14336589304327,7,12,2,12,5,4,0,0.0,0.0,45,38,0
42,3,476.86161514636507,9,13,2,0,5,4,0,0.0,0.0,40,38,1
49,5,333.2656597971054,9,13,2,2,0,4,1,0.0,0.0,50,38,1
23,3,435.8027076556547,15,10,4,7,3,4,0,0.0,0.0,40,38,0
34,3,178.15723392554116,5,4,2,13,0,4,1,0.0,0.0,40,38,0
42,5,347.61616763321007,11,9,2,2,0,4,1,0.0,12.686794714367842,48,38,0
31,3,415.0951698104906,15,10,2,2,0,4,1,0.0,0.0,50,38,1
72,3,407.74133957694306,11,9,2,9,5,4,0,0.0,0.0,2,38,0
31,3,294.0952226745616,8,11,2,13,0,4,1,0.0,0.0,30,38,1
90,3,454.6064231838349,12,14,2,9,5,4,0,0.0,0.0,40,38,1
27,5,391.8494608902761,9,13,4,9,3,4,0,0.0,0.0,40,38,0
18,3,434.7884543085292,11,9,4,9,2,4,1,0.0,0.0,40,38,0
30,5,340.4878852470378,11,9,4,2,1,4,1,46.415733615984266,0.0,50,38,1
27,1,389.3918335045048,11,9,4,9,3,2,0,0.0,0.0,40,38,0
27,5,193.13725689260474,1,7,2,3,0,4,1,0.0,0.0,50,38,0
28,3,330.1529948372421,11,9,4,2,1,4,1,0.0,0.0,40,38,0
40,3,442.1402492422512,11,9,4,0,3,4,0,0.0,0.0,45,38,0
43,1,464.88278092439606,12,14,5,9,4,2,0,0.0,0.0,37,38,0
26,3,344.2339320868877,11,9,2,13,0,4,1,0.0,0.0,50,38,0
48,5,318.17133748972424,8,11,2,7,5,4,0,0.0,0.0,15,38,0
41,3,591.3569142235508,7,12,2,4,0,1,1,0.0,0.0,40,38,0
32,3,476.32236982950946,11,9,2,2,0,4,1,0.0,0.0,40,10,0
23,3,463.28716796388824,11,9,4,2,1,4,1,0.0,0.0,40,38,0
35,3,411.91261209144835,1,7,2,11,0,4,1,0.0,0.0,65,38,0
42,3,267.31629205867716,15,10,2,3,0,4,1,0.0,0.0,50,38,0
27,6,377.65195617128745,9,13,4,9,1,4,0,16.006507769366415,0.0,40,38,0
34,3,353.94773625494486,11,9,2,13,0,4,1,0.0,0.0,40,38,0
25,3,444.1880232514155,9,13,4,9,3,4,0,0.0,0.0,40,38,0
46,1,385.99870466103897,9,13,4,9,3,4,1,16.85341089188346,0.0,45,38,1
34,3,263.15584736045673,15,10,2,7,0,1,1,0.0,0.0,40,29,0
39,3,400.15372046252423,11,9,6,0,1,4,0,0.0,0.0,40,38,0
33,3,370.5536398417913,11,9,4,6,3,4,0,0.0,0.0,40,38,0
25,3,568.5323209809624,9,13,4,0,1,4,1,0.0,0.0,40,38,0
45,3,372.3251267373718,8,11,0,3,1,4,1,12.954475875653415,0.0,50,38,0
46,3,319.93593108620985,9,13,0,9,1,4,1,0.0,0.0,40,38,0
23,3,389.72811035387224,11,9,0,2,1,4,1,16.691075346640876,0.0,50,20,0
37,3,636.1297037554527,15,10,4,3,1,2,1,0.0,0.0,40,38,0
39,3,314.8745782053546,12,14,2,9,0,4,1,0.0,0.0,40,38,1
38,5,430.49390239584113,11,9,2,5,0,4,1,0.0,0.0,40,38,1
35,5,479.862480300346,15,10,2,7,0,4,1,0.0,0.0,40,38,0
49,4,197.02537907589468,9,13,2,11,0,4,1,0.0,0.0,50,38,1
37,3,616.9392190483597,7,12,2,9,5,4,0,0.0,0.0,13,38,1
45,3,565.3644842046589,11,9,0,7,4,4,0,0.0,0.0,40,38,0
71,3,386.0569906114899,2,8,4,7,1,4,0,0.0,0.0,40,38,0
44,3,566.5544987024638,9,13,2,11,0,4,1,0.0,0.0,60,38,1
19,3,342.34631588495296,15,10,4,9,3,4,1,0.0,0.0,22,38,0
38,3,286.29530209208815,8,11,4,12,1,4,0,0.0,0.0,40,38,0
42,1,426.96838290440195,11,9,2,2,0,4,1,0.0,0.0,40,38,0
29,3,231.1579546543878,8,11,2,3,0,4,1,0.0,0.0,60,38,1
48,3,464.9881718925762,1,7,2,6,0,4,1,0.0,0.0,40,38,0
56,4,155.32868376446123,8,11,2,11,0,4,1,0.0,0.0,54,38,1
32,0,339.21379688921854,11,9,2,12,0,4,1,0.0,0.0,40,38,0
19,3,346.8097461144943,11,9,4,7,1,4,0,0.0,0.0,30,38,0
57,5,366.45054236554216,15,10,5,11,1,4,1,0.0,0.0,35,38,0
55,3,163.45029825607537,0,6,4,13,1,4,1,0.0,0.0,60,38,0
48,3,417.77146862848355,1,7,5,9,4,4,1,0.0,0.0,40,38,0
46,4,419.4734794954265,2,8,2,2,0,4,1,0.0,0.0,45,38,0
36,3,467.91879637390076,6,5,5,7,4,2,0,0.0,0.0,40,38,0
66,3,343.14137028344453,9,13,2,11,0,4,1,0.0,0.0,50,38,1
26,3,454.0914004911346,11,9,4,0,3,2,1,0.0,0.0,40,38,0
58,4,299.86997182112117,8,11,2,3,0,4,1,24.67526686559348,0.0,40,38,1
62,3,264.3236652288251,9,13,2,9,0,4,1,0.0,0.0,55,38,1
31,3,330.1817681217423,9,13,4,9,4,3,1,0.0,0.0,40,38,0
77,3,398.5561441001757,8,11,3,9,1,4,0,0.0,0.0,25,38,0
25,3,360.97368325128633,11,9,2,6,0,4,1,0.0,0.0,40,38,0
38,3,395.88887329653505,9,13,2,0,0,4,1,0.0,0.0,56,38,0
33,3,651.704687722898,9,13,0,3,1,4,0,0.0,0.0,40,38,0
51,0,466.5265265769997,15,10,0,9,1,2,0,0.0,0.0,40,38,0
20,3,181.8983232468073,8,11,4,4,3,4,1,0.0,0.0,40,38,0
40,0,491.8282220450551,11,9,2,0,0,4,1,0.0,0.0,40,38,0
20,3,196.0994645581675,0,6,4,7,1,4,1,0.0,0.0,40,38,0
41,1,284.69984193883914,15,10,0,3,4,4,0,0.0,0.0,25,38,0
44,3,403.99876237434194,2,8,0,6,4,4,0,0.0,0.0,40,38,0
35,3,395.88887329653505,11,9,2,4,0,4,1,0.0,0.0,40,38,0
35,5,357.67303504737396,11,9,3,4,1,4,1,0.0,0.0,60,38,0
46,0,476.770384986316,15,10,4,0,4,2,0,0.0,0.0,40,38,0
24,3,311.1976863667209,15,10,4,0,1,4,0,0.0,0.0,17,38,0
18,3,495.1757263840787,15,10,4,7,3,4,1,0.0,0.0,40,38,0
37,3,215.37177159507232,11,9,2,6,0,4,1,0.0,0.0,40,38,0
58,3,431.723291009415,10,16,4,9,1,4,1,0.0,0.0,8,38,0
55,3,502.70667391631076,8,11,2,0,0,4,1,0.0,0.0,40,38,0
68,3,393.5695618311965,11,9,4,11,1,4,0,0.0,0.0,30,38,0
41,3,566.3426524640362,9,13,2,9,0,4,1,0.0,0.0,40,38,1
50,3,372.6285013253817,12,14,2,3,0,4,1,24.67526686559348,0.0,50,38,1
48,3,319.5183875773036,11,9,2,2,0,4,1,0.0,0.0,40,38,0
42,3,180.3690660839602,15,10,4,9,1,4,1,0.0,0.0,45,38,0
45,3,527.4002275312365,11,9,2,10,0,4,1,0.0,0.0,40,38,0
43,3,581.6270282578002,15,10,2,9,0,4,1,0.0,0.0,40,38,0
37,3,185.41305239923105,15,10,2,2,0,4,1,0.0,0.0,35,38,0
43,3,303.2474237318431,9,13,2,3,0,4,1,0.0,0.0,45,38,1
36,3,515.6364998717604,11,9,0,6,4,4,0,0.0,0.0,40,38,0
60,3,525.3655869963316,11,9,2,7,0,1,1,0.0,0.0,30,29,0
27,3,440.33850615180137,11,9,0,2,1,4,1,0.0,0.0,50,38,0
36,3,373.31488049634453,9,13,2,11,0,4,1,0.0,0.0,50,38,1
47,6,553.6000361271665,7,12,2,13,0,4,1,0.0,0.0,40,38,0
33,3,192.9559535230774,15,10,4,2,1,4,1,0.0,0.0,80,38,0
19,6,237.53736548172796,2,8,4,13,3,2,1,0.0,0.0,20,38,0
33,3,406.4910823130072,9,13,4,7,1,1,0,0.0,0.0,35,36,0
34,3,391.5686402152246,9,13,2,9,0,4,1,0.0,0.0,40,38,1
33,3,327.07185754815407,11,9,0,7,4,4,0,0.0,0.0,40,38,0
57,3,330.1741964478751,15,10,0,11,1,4,0,0.0,0.0,48,38,0
59,3,392.55572852781046,12,14,4,11,1,4,0,30.303584191895975,0.0,45,38,1
36,3,428.6478741344695,11,9,2,2,3,4,0,0.0,12.603408836646649,40,38,0
60,3,606.3785946090115,7,12,2,0,0,4,1,0.0,0.0,40,38,1
33,1,394.9873415693217,8,11,2,12,0,4,1,0.0,0.0,40,38,0
41,3,430.26968287342766,9,13,4,9,1,4,0,0.0,0.0,45,38,0
20,5,433.9055196698931,15,10,4,9,3,4,1,0.0,0.0,10,38,0
28,1,224.74874860608233,9,13,4,9,1,4,0,13.009854461020417,0.0,50,38,0
24,6,384.3422953566261,12,14,4,9,1,1,1,0.0,0.0,20,18,0
31,3,643.836159282779,2,8,4,4,1,2,1,0.0,0.0,60,38,0
38,3,537.7248366962419,11,9,3,2,4,4,0,0.0,0.0,40,38,0
40,3,419.6057673578856,9,13,0,9,1,4,0,0.0,0.0,45,38,0
55,6,446.8926045483411,9,13,2,9,0,4,1,0.0,0.0,15,38,0
49,3,545.7875044373955,11,9,2,6,0,4,1,15.958224352971603,0.0,50,38,0
33,3,452.58037960123727,11,9,0,13,1,4,1,0.0,0.0,45,38,0
52,3,394.2499207355659,4,3,4,6,1,4,0,0.0,0.0,40,38,0
24,1,181.52134860671347,9,13,4,9,1,4,1,0.0,0.0,35,38,0
46,3,483.229759017385,9,13,0,2,1,4,1,0.0,0.0,48,38,0
20,3,459.10891953870816,15,10,4,0,3,4,0,0.0,0.0,20,38,0
50,3,436.7630936789417,4,3,2,5,0,4,1,0.0,0.0,40,25,0
22,3,288.64337858333073,11,9,4,0,4,4,1,0.0,0.0,40,38,0
32,4,586.4060026977896,15,10,2,13,0,2,1,0.0,0.0,35,13,0
46,3,430.56358415453576,11,9,2,11,0,4,1,0.0,0.0,65,38,1
62,3,549.674449106014,11,9,2,9,0,4,1,14.359725426220356,0.0,30,38,0
39,3,283.4148902227969,15,10,2,3,0,4,1,0.0,12.55072719499653,62,38,1
26,3,598.2750203710665,15,10,4,0,3,4,0,0.0,0.0,15,38,0
20,3,459.66618322430463,15,10,4,11,3,2,0,0.0,0.0,14,38,0
37,4,446.3910841403533,15,10,2,3,0,4,1,0.0,0.0,50,38,0
40,3,450.41314368033267,15,10,0,0,4,4,0,0.0,0.0,24,38,0
22,3,441.6729559300637,15,10,4,7,3,4,0,0.0,0.0,38,38,0
32,3,563.3631155835461,9,13,4,3,3,4,0,21.91149011668252,0.0,40,38,1
41,3,433.3612811500354,15,10,0,12,1,4,1,0.0,0.0,50,38,0
24,3,311.7883897774258,7,12,2,0,5,4,0,0.0,0.0,40,38,0
40,3,218.8652553513234,11,9,2,3,0,4,1,0.0,0.0,40,38,0
37,6,277.0685835673182,14,15,2,9,5,4,0,0.0,0.0,39,38,1
42,3,415.0867379235333,12,14,2,0,0,4,1,0.0,12.389967605074764,40,38,1
56,3,523.903617090014,6,5,6,11,4,4,0,0.0,0.0,40,38,0
20,3,324.4133166194014,15,10,4,5,1,4,1,0.0,0.0,50,38,0
55,1,407.0565071338376,11,9,0,0,4,4,1,0.0,0.0,40,38,0
29,3,503.7866611969793,11,9,4,2,2,4,1,0.0,0.0,40,38,0
37,3,552.8082850319811,11,9,0,2,1,4,1,0.0,0.0,40,38,0
61,5,593.6733108368609,9,13,2,13,0,4,1,0.0,0.0,60,38,0
26,3,492.7149277219029,9,13,4,9,1,4,1,0.0,0.0,38,38,0
49,4,448.4194465007065,15,10,0,2,1,4,1,0.0,0.0,55,38,0
18,1,398.78816431784935,5,4,4,4,3,4,1,0.0,0.0,40,38,0
30,3,386.74022288869827,6,5,4,4,2,2,1,0.0,0.0,40,38,0
24,3,479.116895965901,11,9,4,7,3,2,0,0.0,0.0,20,38,0
24,6,394.6834174373177,11,9,2,12,0,4,1,0.0,0.0,40,38,0
37,3,346.51695485214,11,9,4,13,1,4,1,0.0,0.0,40,38,0
37,1,507.53127982420943,11,9,0,0,4,4,0,0.0,0.0,40,38,0
36,3,421.7902322245028,15,10,2,6,0,4,1,0.0,0.0,65,38,0
40,3,556.1573518348921,11,9,2,4,0,4,1,0.0,0.0,40,38,0
44,5,372.7935085271738,11,9,2,2,0,4,1,0.0,0.0,55,38,0
43,5,433.33358974351387,11,9,2,2,0,4,1,0.0,0.0,20,38,0
19,3,189.38056922503955,15,10,4,5,1,4,0,0.0,0.0,35,38,0
50,3,484.1208526804025,12,14,2,3,5,4,0,0.0,11.408857382284175,40,38,0
17,3,388.768568688365,0,6,4,9,3,4,1,0.0,0.0,30,38,0
39,3,380.3787586077856,11,9,2,0,5,2,0,0.0,0.0,50,38,0
43,3,498.0903532492875,11,9,0,2,4,4,1,0.0,0.0,40,38,0
43,3,498.0903532492875,11,9,2,6,0,4,1,0.0,0.0,40,38,0
40,3,462.40782865345176,12,14,4,9,1,4,1,0.0,0.0,40,38,1
31,6,236.32393023136697,15,10,4,2,1,4,1,0.0,0.0,40,38,0
25,3,348.872469535789,9,13,0,2,1,4,1,0.0,0.0,40,38,0
30,0,405.65009552568824,9,13,4,9,1,4,1,0.0,12.333252170555896,40,38,0
55,3,472.3632077120317,6,5,2,4,0,4,1,0.0,0.0,40,38,0
55,3,436.47909457384094,5,4,2,0,0,4,1,0.0,0.0,75,38,0
29,3,451.4388109146133,15,10,2,3,0,2,1,0.0,0.0,40,38,0
28,3,615.1910272427582,9,13,4,0,1,4,1,21.91149011668252,0.0,60,38,1
30,3,325.43509337500774,11,9,2,2,0,4,1,0.0,0.0,40,38,0
33,3,482.03319387776605,11,9,2,11,0,4,1,0.0,11.868944280799884,55,38,0
23,3,458.8311236173937,11,9,4,0,3,4,1,0.0,0.0,40,38,0
71,3,439.9204473538369,1,7,4,8,1,4,0,0.0,0.0,75,38,0
22,3,151.545372743611,15,10,2,9,0,4,1,0.0,0.0,6,38,0
21,3,208.65042535302916,15,10,4,11,1,4,0,0.0,0.0,40,38,0
62,3,269.23224175421484,11,9,2,9,0,1,1,0.0,0.0,24,2,0
22,3,479.58002460486193,15,10,3,9,4,2,0,0.0,0.0,40,38,0
49,3,427.8001870032317,11,9,2,4,0,4,1,0.0,0.0,40,38,0
31,3,336.6957083183568,7,12,2,6,0,4,1,0.0,0.0,20,38,0
27,3,444.2746898035043,7,12,4,9,1,4,1,0.0,0.0,40,38,0
27,3,546.4750680497693,12,14,2,9,0,1,1,0.0,0.0,40,16,1
26,3,461.93614277300276,15,10,4,7,1,4,1,0.0,0.0,20,38,0
30,3,329.33873139975503,15,10,2,9,0,4,1,0.0,0.0,40,38,0
17,3,176.08804615873277,0,6,4,7,3,4,0,0.0,0.0,30,38,0
26,3,189.51780918953236,15,10,4,13,1,4,1,0.0,0.0,50,38,0
45,3,315.25386595567704,11,9,0,0,1,4,0,0.0,0.0,40,1,0
50,3,219.90452473744145,11,9,2,2,0,4,1,19.736544806437948,0.0,40,38,1
31,3,491.81805578892687,11,9,4,4,4,4,1,0.0,0.0,45,38,0
51,3,156.0256389187367,7,12,4,0,1,4,0,0.0,0.0,40,38,0
56,3,386.89274999668834,6,5,6,6,4,4,0,0.0,0.0,40,38,0
24,6,392.97837090608436,9,13,4,6,1,4,1,0.0,0.0,35,38,0
29,3,576.0859310901457,2,8,4,5,1,4,1,0.0,0.0,40,5,0
26,3,509.4948478640388,15,10,4,11,1,4,1,0.0,0.0,24,38,0
51,3,323.6479568914347,15,10,2,3,0,4,1,0.0,0.0,45,38,0
32,1,380.72168312298686,11,9,2,10,0,4,1,0.0,0.0,40,38,0
47,6,446.667661690434,9,13,2,3,0,4,1,0.0,0.0,40,38,1
30,3,549.9436334752862,11,9,4,6,1,4,1,0.0,0.0,40,38,0
41,3,359.3814129862589,1,7,6,9,2,2,0,0.0,0.0,40,38,0
49,0,340.2704806473815,15,10,2,2,0,4,1,0.0,0.0,40,38,0
40,3,310.6589770149899,15,10,2,9,0,0,1,0.0,0.0,40,38,1
62,3,476.164887407713,11,9,2,0,0,4,1,0.0,0.0,40,38,1
43,4,494.91918532220996,9,13,2,9,0,4,1,0.0,0.0,60,38,0
76,3,493.7286704253663,4,3,4,5,1,4,1,0.0,0.0,20,38,0
40,3,592.5883900313944,12,14,2,9,0,4,1,0.0,0.0,60,38,1
35,3,432.35864742132776,9,13,2,11,0,4,1,0.0,0.0,50,38,1
27,3,299.6881712714067,11,9,4,5,3,4,0,0.0,0.0,40,38,0
54,4,359.76659100033174,9,13,2,3,0,4,1,24.67526686559348,0.0,40,38,1
55,5,429.76970577275455,11,9,2,11,0,4,1,0.0,0.0,40,38,0
21,3,524.6818083372054,15,10,4,11,3,4,1,0.0,0.0,12,38,0
20,3,508.23026277466005,15,10,4,5,3,4,1,0.0,0.0,20,38,0
39,3,373.8221502265482,11,9,5,0,1,4,0,0.0,0.0,20,38,0
26,3,320.1187279744814,9,13,4,9,3,4,1,21.91149011668252,0.0,64,38,1
20,3,322.24214497796527,11,9,4,6,3,4,0,0.0,0.0,42,38,0
28,3,524.0028625876007,11,9,2,13,0,4,1,0.0,0.0,60,38,0
56,0,396.0328269222136,15,10,5,7,1,2,1,0.0,0.0,40,38,0
39,3,317.83643592262985,2,8,2,6,0,4,1,0.0,0.0,40,38,0
44,0,262.16216355530787,9,13,2,3,0,1,1,0.0,0.0,40,38,1
55,3,375.93350475848786,11,9,2,2,0,4,1,0.0,0.0,40,38,1
54,5,410.75905346078497,11,9,2,11,0,4,1,0.0,0.0,40,38,0
30,3,589.2079429199847,9,13,4,9,1,4,1,23.840375878042803,0.0,45,38,1
34,1,462.30076789899454,11,9,2,10,0,4,1,0.0,0.0,57,38,1
42,3,443.61807898236066,11,9,4,13,4,2,0,0.0,0.0,38,38,0
50,4,455.2427923646897,15,10,5,3,4,4,0,0.0,0.0,75,38,0
34,0,447.1397991680007,15,10,2,0,0,2,1,0.0,0.0,40,38,1
23,3,521.7135229223027,8,11,4,2,3,4,1,0.0,0.0,33,38,0
27,3,436.634858892416,9,13,4,9,4,1,1,0.0,0.0,25,29,0
81,3,383.5322672214165,9,13,6,9,1,4,1,0.0,0.0,5,38,0
47,3,516.0242242375837,1,7,4,6,4,2,0,18.990761898674965,0.0,40,38,0
57,3,311.0932336133333,4,3,2,2,0,4,1,0.0,0.0,40,38,0
65,3,342.2893512804627,8,11,2,9,5,4,0,0.0,0.0,56,38,1
33,3,433.995391680603,12,14,4,9,1,2,1,0.0,0.0,50,38,0
37,3,599.2753957906165,11,9,0,2,4,4,0,0.0,0.0,48,38,0
53,3,445.896849058165,9,13,4,3,4,4,0,0.0,0.0,40,38,0
27,6,261.5205536855564,9,13,4,0,1,4,0,0.0,0.0,40,38,0
47,3,340.01911710961195,11,9,2,2,0,4,1,0.0,0.0,50,38,1
42,3,212.98591502726183,7,12,2,9,0,4,1,0.0,0.0,50,38,0
39,3,348.69757670508693,15,10,4,9,1,2,1,16.85341089188346,0.0,40,38,1
58,1,540.720815208736,9,13,2,3,0,4,1,0.0,0.0,40,38,0
20,3,694.7891766572072,11,9,4,0,2,4,1,0.0,0.0,24,38,0
19,3,445.71627746807724,11,9,4,6,2,4,1,0.0,0.0,40,38,0
39,3,479.9260359680437,11,9,2,2,0,4,1,0.0,0.0,35,38,0
51,3,172.87857010051883,11,9,0,3,1,4,1,0.0,0.0,44,38,0
52,3,440.74822744964047,11,9,0,11,1,4,0,0.0,0.0,40,10,0
53,3,355.48277032790213,15,10,4,0,1,4,0,0.0,0.0,50,38,1
50,3,329.31140277858583,15,10,2,11,0,4,1,0.0,0.0,40,38,0
36,3,469.7829285957505,11,9,0,6,1,4,1,0.0,0.0,40,38,0
30,3,178.90779748239035,9,13,4,12,1,4,0,0.0,0.0,72,38,0
30,3,437.9235093027092,15,10,4,0,4,2,0,0.0,0.0,40,38,0
50,3,431.09859661103053,11,9,2,11,0,4,1,0.0,0.0,55,38,1
76,3,356.39304145844375,5,4,6,8,1,4,0,0.0,0.0,40,38,0
46,5,319.85621769789,9,13,2,11,0,4,1,0.0,13.41649413166669,40,38,1
24,3,397.3587799457815,15,10,4,5,3,2,1,0.0,0.0,40,38,0
26,3,587.7116639985971,11,9,2,11,0,4,1,14.23580200708107,0.0,40,38,0
56,5,306.8484968188699,14,15,2,9,0,4,1,0.0,12.55072719499653,50,38,1
50,3,381.32532042863346,9,13,2,9,0,4,1,24.67526686559348,0.0,40,38,1
22,3,436.9988558337424,15,10,2,2,0,4,1,13.401663118741459,0.0,40,38,0
23,1,461.30575543775734,9,13,4,9,1,4,0,0.0,0.0,35,38,0
51,3,410.68235900754246,11,9,2,3,0,4,1,0.0,0.0,50,38,0
58,3,484.2323822298546,0,6,2,13,0,4,1,0.0,0.0,40,38,0
38,3,362.5755093770124,6,5,2,7,5,2,0,0.0,0.0,24,13,0
45,3,639.3535797975952,15,10,2,6,0,4,1,0.0,0.0,40,38,1
55,5,355.1295538250794,11,9,6,11,1,4,1,0.0,0.0,40,38,0
45,3,394.32093527988087,15,10,2,11,0,4,1,0.0,0.0,60,38,1
42,3,544.7467301416319,15,10,0,6,1,4,1,0.0,0.0,45,38,0
44,6,431.0823587204654,9,13,2,0,0,4,1,0.0,0.0,46,38,1
60,3,207.93027677565382,9,13,2,9,0,4,1,0.0,0.0,50,38,1
27,3,461.6838745288815,15,10,4,11,1,4,1,0.0,0.0,40,38,0
25,1,578.1582828257327,15,10,2,3,0,4,1,0.0,0.0,40,38,1
61,3,503.0914429802996,9,13,0,9,1,4,0,0.0,0.0,24,38,0
43,3,254.2262771626883,11,9,2,3,0,4,1,24.67526686559348,0.0,50,38,1
44,1,440.3203379359168,8,11,4,12,1,4,1,0.0,11.024737714497332,40,38,0
63,3,267.9552201394852,5,4,6,7,1,4,0,0.0,0.0,41,38,0
46,1,412.4221138590898,12,14,4,9,1,4,0,0.0,0.0,43,38,0
47,3,445.222416326941,15,10,2,3,0,4,1,0.0,0.0,40,38,0
37,3,599.8299759098406,15,10,0,11,1,2,1,0.0,0.0,40,38,0
43,3,332.49962405993784,11,9,5,3,4,2,0,0.0,0.0,40,38,0
46,3,443.6868264891352,12,14,2,9,0,4,1,0.0,0.0,35,38,1
48,3,335.94642430006604,0,6,2,9,5,2,0,0.0,0.0,35,38,0
61,5,474.11391036332185,7,12,3,3,1,4,0,0.0,0.0,90,38,0
53,0,521.0988389931415,11,9,2,0,0,2,1,0.0,12.55072719499653,40,38,1
79,3,377.0556988032405,5,4,2,9,0,4,1,11.210810141021824,0.0,35,38,0
44,3,470.2892726822503,11,9,4,2,1,4,1,0.0,0.0,30,38,0
54,3,506.8688193211336,11,9,2,3,0,4,1,0.0,0.0,45,38,0
22,3,396.65098008198595,15,10,4,9,3,4,0,0.0,0.0,40,38,0
47,0,439.19699452523577,11,9,2,13,0,2,1,0.0,0.0,50,38,1
18,3,490.0846865593741,11,9,4,7,3,4,0,0.0,0.0,20,38,0
25,3,452.03760905482187,0,6,2,2,0,4,1,0.0,0.0,40,25,0
24,3,349.5225314625654,15,10,4,0,3,4,0,0.0,0.0,40,19,0
37,1,630.774920237005,9,13,2,0,0,4,1,0.0,0.0,40,38,1
51,3,339.21379688921854,15,10,0,0,4,4,0,0.0,13.656612341954283,40,38,1
35,5,412.5215145904514,11,9,2,2,0,4,1,19.397002406443235,0.0,60,38,1
59,3,413.53959907123766,15,10,4,0,3,4,0,0.0,0.0,34,38,0
46,3,302.09601122821863,15,10,3,2,1,1,1,0.0,0.0,40,29,0
45,1,357.3205843496845,8,11,2,10,0,4,1,0.0,0.0,60,38,1
19,3,513.1646909131609,11,9,4,7,3,4,1,0.0,0.0,15,38,0
22,3,359.87219953755806,11,9,4,0,3,4,0,0.0,0.0,28,38,0
41,3,438.30012548480977,9,13,2,2,0,4,1,0.0,0.0,40,38,0
33,5,306.4800156617067,11,9,2,3,0,4,1,0.0,0.0,40,38,0
26,0,455.56228992312344,11,9,4,0,1,2,0,0.0,0.0,40,38,0
22,3,372.21230500884843,15,10,2,5,0,4,1,0.0,0.0,35,38,0
29,5,340.89147833291463,11,9,2,9,0,4,1,0.0,0.0,65,38,1
22,3,445.24599942054505,11,9,4,0,1,4,0,0.0,0.0,39,38,0
34,3,301.02159390980574,7,12,2,12,0,4,1,0.0,12.686794714367842,10,38,0
23,3,459.5214902482799,2,8,2,5,3,4,1,0.0,0.0,40,38,0
20,3,441.1689018958612,11,9,2,0,0,4,1,15.578855860124012,0.0,50,38,0
25,3,401.8432530228671,9,13,4,9,1,1,0,0.0,0.0,40,38,0
59,3,379.56685840573596,11,9,2,0,0,4,1,0.0,0.0,40,38,1
44,3,408.6624523980641,15,10,2,2,0,4,1,16.369027404408985,0.0,55,38,0
55,3,584.9111043568929,15,10,2,12,0,4,1,0.0,0.0,40,38,0
